experiment_id,chunk_size,chunk_overlap,chunk_count,id,question,ground_truth_type,question_type,expected_document_1,expected_document_2,retrieved_rank_1_doc_id,retrieved_rank_2_doc_id,retrieved_rank_3_doc_id,retrieved_rank_1_score,retrieved_rank_2_score,retrieved_rank_3_score,hit_at_1,hit_at_3,any_hit_at_1,any_hit_at_3,all_hit_at_3,reciprocal_rank,retrieval_latency_ms
chunk_256_0,256,0,1669,eval_037,How do I register for the AWS Certified Solutions Architect exam next month?,out_of_scope,out-of-scope,NONE,,aws_ec2_autoscaling_troubleshooting,aws_eks_iam_troubleshooting,aws_eks_iam_troubleshooting,1.2307095527648926,1.330603837966919,1.3413864374160767,,,,,,,120.119
chunk_256_0,256,0,1669,eval_038,What is the current monthly price for a specific RDS instance class in Seoul region?,out_of_scope,out-of-scope,NONE,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,1.0888793468475342,1.1359615325927734,1.1430728435516357,,,,,,,158.148
chunk_256_0,256,0,1669,eval_039,How do I fix a Python pandas dataframe merge error in local code?,out_of_scope,out-of-scope,NONE,,k8s_debug_pods,k8s_debug_pods,aws_eks_iam_troubleshooting,1.4686691761016846,1.546454668045044,1.5639337301254272,,,,,,,140.161
chunk_256_0,256,0,1669,eval_040,What is the latest Kubernetes CVE announced this week?,out_of_scope,out-of-scope,NONE,,k8s_resource_management,k8s_secrets,k8s_liveness_readiness_startup_probes,1.0499956607818604,1.0501666069030762,1.0954058170318604,,,,,,,141.996
chunk_256_64,256,64,2217,eval_037,How do I register for the AWS Certified Solutions Architect exam next month?,out_of_scope,out-of-scope,NONE,,aws_eks_iam_troubleshooting,aws_alb_troubleshooting,aws_ec2_autoscaling_troubleshooting,1.2718768119812012,1.2847273349761963,1.3092660903930664,,,,,,,206.657
chunk_256_64,256,64,2217,eval_038,What is the current monthly price for a specific RDS instance class in Seoul region?,out_of_scope,out-of-scope,NONE,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,1.078127384185791,1.1034311056137085,1.1158967018127441,,,,,,,152.058
chunk_256_64,256,64,2217,eval_039,How do I fix a Python pandas dataframe merge error in local code?,out_of_scope,out-of-scope,NONE,,k8s_debug_pods,aws_eks_auto_mode_troubleshooting,k8s_horizontal_pod_autoscaling,1.4690405130386353,1.4959897994995117,1.5544066429138184,,,,,,,167.804
chunk_256_64,256,64,2217,eval_040,What is the latest Kubernetes CVE announced this week?,out_of_scope,out-of-scope,NONE,,k8s_observability,k8s_resource_management,k8s_secrets,1.0404871702194214,1.0499706268310547,1.0499706268310547,,,,,,,146.582
chunk_512_0,512,0,841,eval_037,How do I register for the AWS Certified Solutions Architect exam next month?,out_of_scope,out-of-scope,NONE,,aws_eks_iam_troubleshooting,aws_alb_troubleshooting,aws_eks_iam_troubleshooting,1.3052527904510498,1.3339018821716309,1.3404923677444458,,,,,,,122.47
chunk_512_0,512,0,841,eval_038,What is the current monthly price for a specific RDS instance class in Seoul region?,out_of_scope,out-of-scope,NONE,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,1.090301752090454,1.0976238250732422,1.122172474861145,,,,,,,128.781
chunk_512_0,512,0,841,eval_039,How do I fix a Python pandas dataframe merge error in local code?,out_of_scope,out-of-scope,NONE,,k8s_debug_pods,k8s_debug_pods,aws_eks_iam_troubleshooting,1.5114455223083496,1.5374925136566162,1.5471388101577759,,,,,,,131.295
chunk_512_0,512,0,841,eval_040,What is the latest Kubernetes CVE announced this week?,out_of_scope,out-of-scope,NONE,,k8s_resource_management,k8s_secrets,k8s_liveness_readiness_startup_probes,1.0498223304748535,1.0501666069030762,1.0953598022460938,,,,,,,154.146
chunk_512_64,512,64,957,eval_037,How do I register for the AWS Certified Solutions Architect exam next month?,out_of_scope,out-of-scope,NONE,,aws_alb_troubleshooting,aws_eks_iam_troubleshooting,aws_ec2_autoscaling_troubleshooting,1.3021866083145142,1.306297779083252,1.3671702146530151,,,,,,,130.082
chunk_512_64,512,64,957,eval_038,What is the current monthly price for a specific RDS instance class in Seoul region?,out_of_scope,out-of-scope,NONE,,aws_rds_troubleshooting,aws_rds_troubleshooting,aws_rds_troubleshooting,1.1238031387329102,1.1534225940704346,1.174241304397583,,,,,,,137.036
chunk_512_64,512,64,957,eval_039,How do I fix a Python pandas dataframe merge error in local code?,out_of_scope,out-of-scope,NONE,,aws_eks_auto_mode_troubleshooting,k8s_debug_pods,k8s_troubleshooting_applications,1.517619252204895,1.5482547283172607,1.559739112854004,,,,,,,167.451
